Parent Folder,Filename,Type,Public URL,Finished
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_3.png,
49_smart_2-MLB-female,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/scene_1_hook.mp3,
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_1.png,
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_1_nobg.png,
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_1_lipsync.mp4,Yes
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_1.mp4,
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_2.mp4,
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_3.mp4,
49_smart_2-MLB-female,scene_2_body.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/scene_2_body.mp3,
49_smart_2-MLB-female,49_smart_2-MLB-female_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/49_smart_2-MLB-female/49_smart_2-MLB-female_scene_2_lipsync.mp4,Yes
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_2_lipsync.mp4,Yes
605_smart_2-MLA-male,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/scene_3_cta.mp3,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_2.mp4,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_3.mp4,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_1.mp4,
605_smart_2-MLA-male,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/scene_1_hook.mp3,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_1_lipsync.mp4,Yes
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_1.png,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_2.png,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_3.png,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_3_lipsync.mp4,Yes
605_smart_2-MLA-male,scene_2_body.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/scene_2_body.mp3,
605_smart_2-MLA-male,605_smart_2-MLA-male_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/605_smart_2-MLA-male/605_smart_2-MLA-male_scene_1_nobg.png,
604_smart_2-MLA-female,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/scene_3_cta.mp3,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_1_nobg.png,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_3_lipsync.mp4,Yes
604_smart_2-MLA-female,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/scene_1_hook.mp3,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_1.png,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_3.png,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_2.png,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_1_lipsync.mp4,Yes
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_3.mp4,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_2.mp4,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_1.mp4,
604_smart_2-MLA-female,scene_2_body.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/scene_2_body.mp3,
604_smart_2-MLA-female,604_smart_2-MLA-female_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/604_smart_2-MLA-female/604_smart_2-MLA-female_scene_2_lipsync.mp4,Yes
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_1.png,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_2.png,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_1_nobg.png,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_3.png,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_3_lipsync.mp4,Yes
649_smart_2-MLC-male,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/scene_3_cta.mp3,
649_smart_2-MLC-male,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/scene_1_hook.mp3,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_2_lipsync.mp4,Yes
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_2.mp4,
649_smart_2-MLC-male,scene_2_body.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/scene_2_body.mp3,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_3.mp4,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_1.mp4,
649_smart_2-MLC-male,649_smart_2-MLC-male_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/649_smart_2-MLC-male/649_smart_2-MLC-male_scene_1_lipsync.mp4,Yes
4_smart_2-MLB-female,scene_2_testimonial.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/scene_2_testimonial.mp3,
4_smart_2-MLB-female,4_smart_2-MLB-female_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/4_smart_2-MLB-female_scene_1.png,
4_smart_2-MLB-female,4_smart_2-MLB-female_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/4_smart_2-MLB-female_scene_3.png,
4_smart_2-MLB-female,4_smart_2-MLB-female_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/4_smart_2-MLB-female_scene_2.png,
4_smart_2-MLB-female,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/scene_3_cta.mp3,
4_smart_2-MLB-female,4_smart_2-MLB-female_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/4_smart_2-MLB-female_scene_1_nobg.png,
4_smart_2-MLB-female,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/4_smart_2-MLB-female/scene_1_hook.mp3,
609_smart_2-MLA-female,scene_2_testimonial.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/scene_2_testimonial.mp3,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_2.png,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_3.png,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_1.png,
609_smart_2-MLA-female,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/scene_3_cta.mp3,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_1_lipsync.mp4,Yes
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_2_lipsync.mp4,Yes
609_smart_2-MLA-female,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/scene_1_hook.mp3,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_1_nobg.png,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_1.mp4,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_2.mp4,
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_3_lipsync.mp4,Yes
609_smart_2-MLA-female,609_smart_2-MLA-female_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/609_smart_2-MLA-female/609_smart_2-MLA-female_scene_3.mp4,
26_smart_2-MLB-male,scene_2_testimonial.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/scene_2_testimonial.mp3,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_3_lipsync.mp4,Yes
26_smart_2-MLB-male,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/scene_3_cta.mp3,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_1_nobg.png,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_3.mp4,
26_smart_2-MLB-male,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/scene_1_hook.mp3,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_2.mp4,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_1.mp4,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_1.png,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_2_lipsync.mp4,Yes
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_3.png,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_2.png,
26_smart_2-MLB-male,26_smart_2-MLB-male_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/26_smart_2-MLB-male/26_smart_2-MLB-male_scene_1_lipsync.mp4,Yes
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_3.png,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_2.png,
39_smart_2-MLB-male,scene_2_testimonial.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/scene_2_testimonial.mp3,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_1.png,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_2_lipsync.mp4,Yes
39_smart_2-MLB-male,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/scene_3_cta.mp3,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_1_lipsync.mp4,Yes
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_1_nobg.png,
39_smart_2-MLB-male,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/scene_1_hook.mp3,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_3_lipsync.mp4,Yes
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_1.mp4,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_3.mp4,
39_smart_2-MLB-male,39_smart_2-MLB-male_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/39_smart_2-MLB-male/39_smart_2-MLB-male_scene_2.mp4,
614_smart_2-MLA-female,scene_2_testimonial.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/scene_2_testimonial.mp3,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_1_nobg.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_1_nobg.png,
614_smart_2-MLA-female,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/scene_3_cta.mp3,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_1.mp4,
614_smart_2-MLA-female,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/scene_1_hook.mp3,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_2.mp4,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_3_lipsync.mp4,Yes
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_3.mp4,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_2.png,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_3.png,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_1.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_1.png,
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_1_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_1_lipsync.mp4,Yes
614_smart_2-MLA-female,614_smart_2-MLA-female_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/614_smart_2-MLA-female/614_smart_2-MLA-female_scene_2_lipsync.mp4,Yes
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_3_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_3_lipsync.mp4,Yes
692_smart_2-MLM-male,scene_3_cta.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/scene_3_cta.mp3,
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_1.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_1.mp4,
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_2.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_2.mp4,
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_3.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_3.mp4,
692_smart_2-MLM-male,scene_1_hook.mp3,audio,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/scene_1_hook.mp3,
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_2.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_2.png,
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_3.png,image,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_3.png,
692_smart_2-MLM-male,692_smart_2-MLM-male_scene_2_lipsync.mp4,video,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Sellers/Outputs 28-1/692_smart_2-MLM-male/692_smart_2-MLM-male_scene_2_lipsync.mp4,Yes
